Date,NAV
20-01-2021,1001.19960
19-01-2021,1001.19960
18-01-2021,1001.19960
17-01-2021,1001.19960
16-01-2021,1001.19960
14-01-2021,1001.19960
13-01-2021,1001.19960
12-01-2021,1001.19960
11-01-2021,1001.19500
10-01-2021,1001.19960
09-01-2021,1001.19960
07-01-2021,1001.19960
06-01-2021,1001.19960
05-01-2021,1001.19960
04-01-2021,1001.19960
03-01-2021,1001.19960
02-01-2021,1001.19960
31-12-2020,1001.19960
30-12-2020,1001.19960
29-12-2020,1001.19960
28-12-2020,1001.19960
27-12-2020,1001.19960
25-12-2020,1001.19960
23-12-2020,1001.19960
22-12-2020,1001.19960
21-12-2020,1001.19960
20-12-2020,1001.19960
18-12-2020,1001.19960
17-12-2020,1001.19960
16-12-2020,1001.19960
15-12-2020,1001.19960
14-12-2020,1001.19960
13-12-2020,1001.19960
12-12-2020,1001.19960
10-12-2020,1001.19960
09-12-2020,1001.19960
08-12-2020,1001.19960
07-12-2020,1001.19960
06-12-2020,1001.19960
05-12-2020,1001.19960
03-12-2020,1001.19960
02-12-2020,1001.19200
01-12-2020,1001.19960
30-11-2020,1001.19960
29-11-2020,1001.19960
28-11-2020,1001.19960
26-11-2020,1001.19960
25-11-2020,1001.19960
24-11-2020,1001.19960
23-11-2020,1001.19960
22-11-2020,1001.19960
21-11-2020,1001.19960
19-11-2020,1001.19960
18-11-2020,1001.19960
17-11-2020,1001.19960
16-11-2020,1001.19960
15-11-2020,1001.19960
12-11-2020,1001.19960
11-11-2020,1001.19960
10-11-2020,1001.19960
09-11-2020,1001.19960
08-11-2020,1001.19960
07-11-2020,1001.19960
05-11-2020,1001.19960
04-11-2020,1001.19960
03-11-2020,1001.19960
02-11-2020,1001.19960
01-11-2020,1001.19960
31-10-2020,1001.19960
29-10-2020,1001.19960
28-10-2020,1001.19960
27-10-2020,1001.19960
26-10-2020,1001.19960
25-10-2020,1001.19960
24-10-2020,1001.19960
22-10-2020,1001.19960
21-10-2020,1001.19960
20-10-2020,1001.19960
19-10-2020,1001.19960
18-10-2020,1001.19960
17-10-2020,1001.19960
15-10-2020,1001.19960
14-10-2020,1001.19960
13-10-2020,1001.19960
12-10-2020,1001.19960
11-10-2020,1001.19960
10-10-2020,1001.19960
08-10-2020,1001.19960
07-10-2020,1001.19960
06-10-2020,1001.19960
05-10-2020,1001.19960
04-10-2020,1001.19960
02-10-2020,1001.19960
30-09-2020,1001.19960
29-09-2020,1001.19960
28-09-2020,1001.19960
27-09-2020,1001.19960
25-09-2020,1001.19960
24-09-2020,1001.19960
23-09-2020,1001.19960
22-09-2020,1001.19960
21-09-2020,1001.19960
20-09-2020,1001.19960
19-09-2020,1001.19960
18-09-2020,1001.19960
17-09-2020,1001.19960
16-09-2020,1001.19960
15-09-2020,1001.19960
14-09-2020,1001.19960
13-09-2020,1001.19960
11-09-2020,1001.19960
10-09-2020,1001.19960
09-09-2020,1001.19960
08-09-2020,1001.19960
07-09-2020,1001.19960
06-09-2020,1001.19960
04-09-2020,1001.19960
03-09-2020,1001.19960
02-09-2020,1001.19960
01-09-2020,1001.19960
31-08-2020,1001.19960
30-08-2020,1001.19960
29-08-2020,1001.19960
27-08-2020,1001.19960
26-08-2020,1001.19960
25-08-2020,1001.19960
24-08-2020,1001.19960
23-08-2020,1001.19960
22-08-2020,1001.19960
20-08-2020,1001.19960
19-08-2020,1001.19960
18-08-2020,1001.19960
17-08-2020,1001.19960
16-08-2020,1001.19960
14-08-2020,1001.19960
13-08-2020,1001.19960
12-08-2020,1001.19960
11-08-2020,1001.19960
10-08-2020,1001.19960
09-08-2020,1001.19960
07-08-2020,1001.19960
06-08-2020,1001.19960
05-08-2020,1001.19960
04-08-2020,1001.19960
03-08-2020,1001.19960
02-08-2020,1001.19960
01-08-2020,1001.19960
31-07-2020,1001.30150
30-07-2020,1001.19960
29-07-2020,1001.19960
28-07-2020,1001.19960
27-07-2020,1001.19960
26-07-2020,1001.19960
24-07-2020,1001.19960
23-07-2020,1001.19960
22-07-2020,1001.19960
21-07-2020,1001.19960
20-07-2020,1001.19960
19-07-2020,1001.19960
17-07-2020,1001.19960
16-07-2020,1001.19960
15-07-2020,1001.19960
14-07-2020,1001.19960
13-07-2020,1001.19960
12-07-2020,1001.19960
10-07-2020,1001.19960
09-07-2020,1001.19960
08-07-2020,1001.19960
07-07-2020,1001.19960
06-07-2020,1001.19960
05-07-2020,1001.19960
03-07-2020,1001.19960
02-07-2020,1001.19960
01-07-2020,1001.19960
30-06-2020,1001.19960
29-06-2020,1001.19960
28-06-2020,1001.19960
27-06-2020,1001.19960
26-06-2020,1001.19960
25-06-2020,1001.19960
24-06-2020,1001.19960
23-06-2020,1001.19960
22-06-2020,1001.19960
21-06-2020,1001.19960
19-06-2020,1001.19960
18-06-2020,1001.19960
17-06-2020,1001.19960
16-06-2020,1001.19960
15-06-2020,1001.19960
14-06-2020,1001.19960
12-06-2020,1001.19960
11-06-2020,1001.19960
10-06-2020,1001.19960
09-06-2020,1001.19960
08-06-2020,1001.19960
07-06-2020,1001.19960
05-06-2020,1001.19960
04-06-2020,1001.19960
03-06-2020,1001.19960
02-06-2020,1001.19960
01-06-2020,1001.19960
31-05-2020,1001.19960
30-05-2020,1001.19960
29-05-2020,1001.19960
28-05-2020,1001.19960
27-05-2020,1001.19960
26-05-2020,1001.19960
25-05-2020,1001.19960
22-05-2020,1001.19960
21-05-2020,1001.19960
20-05-2020,1001.19960
19-05-2020,1001.19960
18-05-2020,1001.19960
17-05-2020,1001.19960
15-05-2020,1001.19960
14-05-2020,1001.19960
13-05-2020,1001.19960
12-05-2020,1001.19960
11-05-2020,1001.19960
10-05-2020,1001.19960
08-05-2020,1001.19960
07-05-2020,1001.19960
06-05-2020,1001.19960
05-05-2020,1001.19960
04-05-2020,1001.19960
03-05-2020,1001.19960
01-05-2020,1001.19960
30-04-2020,1001.19960
29-04-2020,1001.19960
28-04-2020,1001.19090
27-04-2020,1001.19960
26-04-2020,1001.19960
24-04-2020,1001.19960
23-04-2020,1001.19960
22-04-2020,1001.19960
21-04-2020,1001.19960
20-04-2020,1001.19960
19-04-2020,1001.19960
17-04-2020,1001.19960
16-04-2020,1001.19960
15-04-2020,1001.19960
14-04-2020,1001.19960
13-04-2020,1001.19960
12-04-2020,1001.19960
11-04-2020,1001.19960
09-04-2020,1001.19960
08-04-2020,1001.19960
07-04-2020,1001.12370
06-04-2020,1001.19960
05-04-2020,1001.19960
03-04-2020,1001.19960
02-04-2020,1001.19960
01-04-2020,1001.19960
31-03-2020,1001.19960
30-03-2020,1001.19960
29-03-2020,1001.19960
27-03-2020,1001.19960
26-03-2020,1000.05750
25-03-2020,999.53170
24-03-2020,999.34350
23-03-2020,999.93550
22-03-2020,1000.94100
19-03-2020,1000.51950
18-03-2020,1001.08470
17-03-2020,1001.19960
16-03-2020,1001.19960
15-03-2020,1001.19960
12-03-2020,1001.19960
11-03-2020,1001.19960
10-03-2020,1001.19960
09-03-2020,1001.19960
08-03-2020,1001.19960
05-03-2020,1001.19960
04-03-2020,1001.19960
03-03-2020,1001.19960
02-03-2020,1001.19960
01-03-2020,1001.19960
28-02-2020,1001.19960
27-02-2020,1001.19960
26-02-2020,1001.19960
25-02-2020,1001.19960
24-02-2020,1001.19960
23-02-2020,1001.19960
19-02-2020,1001.19960
18-02-2020,1001.19960
17-02-2020,1001.19960
16-02-2020,1001.19960
13-02-2020,1001.19960
12-02-2020,1001.19960
11-02-2020,1001.19960
10-02-2020,1001.19960
09-02-2020,1001.19960
07-02-2020,1001.19960
06-02-2020,1001.19960
05-02-2020,1001.19960
04-02-2020,1001.19960
03-02-2020,1001.19960
02-02-2020,1001.19960
31-01-2020,1001.19960
30-01-2020,1001.19960
29-01-2020,1001.19960
28-01-2020,1001.19960
27-01-2020,1001.19960
26-01-2020,1001.19960
24-01-2020,1001.19960
23-01-2020,1001.19960
22-01-2020,1001.19960
21-01-2020,1001.19960
20-01-2020,1001.19960
19-01-2020,1001.19960
17-01-2020,1001.19960
16-01-2020,1001.19960
15-01-2020,1001.19960
14-01-2020,1001.19960
13-01-2020,1001.19960
12-01-2020,1001.19960
10-01-2020,1001.19960
09-01-2020,1001.19960
08-01-2020,1001.19960
07-01-2020,1001.19960
06-01-2020,1001.19960
05-01-2020,1001.19960
03-01-2020,1001.19960
02-01-2020,1001.19960
01-01-2020,1001.19960
31-12-2019,1001.19960
30-12-2019,1001.19960
29-12-2019,1001.19960
27-12-2019,1001.19960
26-12-2019,1001.19960
25-12-2019,1001.19960
24-12-2019,1001.19960
23-12-2019,1001.19960
22-12-2019,1001.19960
20-12-2019,1001.19960
19-12-2019,1001.19960
18-12-2019,1001.19960
17-12-2019,1001.19960
16-12-2019,1001.19960
15-12-2019,1001.19960
13-12-2019,1001.19960
12-12-2019,1001.19960
11-12-2019,1001.19960
10-12-2019,1001.19960
09-12-2019,1001.19960
08-12-2019,1001.19960
06-12-2019,1001.19960
05-12-2019,1001.19960
04-12-2019,1001.19960
03-12-2019,1001.19960
02-12-2019,1001.19960
01-12-2019,1001.19960
29-11-2019,1001.19960
28-11-2019,1001.19960
27-11-2019,1001.19960
26-11-2019,1001.19960
25-11-2019,1001.19960
24-11-2019,1001.19960
22-11-2019,1001.19960
21-11-2019,1001.19960
20-11-2019,1001.19960
19-11-2019,1001.19960
18-11-2019,1001.19960
17-11-2019,1001.19960
15-11-2019,1001.19960
14-11-2019,1001.19960
13-11-2019,1001.19960
12-11-2019,1001.19960
11-11-2019,1001.19960
10-11-2019,1001.19960
07-11-2019,1001.19960
06-11-2019,1001.19960
05-11-2019,1001.19960
04-11-2019,1001.19960
03-11-2019,1001.19960
01-11-2019,1001.19960
31-10-2019,1001.19960
30-10-2019,1001.19960
29-10-2019,1001.19960
28-10-2019,1001.19960
25-10-2019,1001.19960
24-10-2019,1001.19960
23-10-2019,1001.19960
22-10-2019,1001.19960
21-10-2019,1001.19960
20-10-2019,1001.19960
17-10-2019,1001.19960
16-10-2019,1001.19960
15-10-2019,1001.19960
14-10-2019,1001.19960
13-10-2019,1001.19960
11-10-2019,1001.19960
10-10-2019,1001.19960
09-10-2019,1001.19960
08-10-2019,1001.19960
06-10-2019,1001.19960
03-10-2019,1001.19960
02-10-2019,1001.19960
30-09-2019,1001.19960
29-09-2019,1001.19960
26-09-2019,1001.19960
25-09-2019,1001.19960
24-09-2019,1001.19960
22-09-2019,1001.19960
21-09-2019,1001.19960
20-09-2019,1001.19960
19-09-2019,1001.19960
18-09-2019,1001.19960
17-09-2019,1001.19960
16-09-2019,1001.19960
15-09-2019,1001.19960
13-09-2019,1001.19960
12-09-2019,1001.19960
11-09-2019,1001.19960
10-09-2019,1001.19960
09-09-2019,1001.19960
08-09-2019,1001.19960
06-09-2019,1001.19960
05-09-2019,1001.19960
04-09-2019,1001.19960
03-09-2019,1001.19960
02-09-2019,1001.19960
30-08-2019,1001.19960
29-08-2019,1001.19960
28-08-2019,1001.19960
27-08-2019,1001.19960
26-08-2019,1001.19960
25-08-2019,1001.19960
23-08-2019,1001.19960
22-08-2019,1001.19960
21-08-2019,1001.19960
20-08-2019,1001.19960
19-08-2019,1001.19960
18-08-2019,1001.19960
16-08-2019,1001.19960
15-08-2019,1001.19960
14-08-2019,1001.19960
13-08-2019,1001.19960
12-08-2019,1001.19960
09-08-2019,1001.19960
08-08-2019,1001.19960
07-08-2019,1001.19960
06-08-2019,1001.19960
05-08-2019,1001.19960
04-08-2019,1001.19960
02-08-2019,1001.19960
01-08-2019,1001.19960
31-07-2019,1001.19960
30-07-2019,1001.19960
29-07-2019,1001.19960
28-07-2019,1001.19960
26-07-2019,1001.19960
25-07-2019,1001.19960
24-07-2019,1001.19960
23-07-2019,1001.19960
22-07-2019,1001.19960
21-07-2019,1001.19960
19-07-2019,1001.19960
18-07-2019,1001.19960
17-07-2019,1001.19960
16-07-2019,1001.19960
15-07-2019,1001.19960
14-07-2019,1001.19960
12-07-2019,1001.19960
11-07-2019,1001.19960
10-07-2019,1001.19960
09-07-2019,1001.19960
08-07-2019,1001.19960
07-07-2019,1001.19960
05-07-2019,1001.19960
04-07-2019,1001.19960
03-07-2019,1001.19960
02-07-2019,1001.19960
01-07-2019,1001.19960
30-06-2019,1001.19960
28-06-2019,1001.19960
27-06-2019,1001.19960
26-06-2019,1001.19960
25-06-2019,1001.19960
24-06-2019,1001.19960
23-06-2019,1001.19960
21-06-2019,1001.19960
20-06-2019,1001.19960
19-06-2019,1001.19960
18-06-2019,1001.19960
17-06-2019,1001.19960
16-06-2019,1001.19960
14-06-2019,1001.19960
13-06-2019,1001.19960
12-06-2019,1001.19960
11-06-2019,1001.19960
10-06-2019,1001.19960
09-06-2019,1001.19960
07-06-2019,1001.19960
06-06-2019,1001.19960
05-06-2019,1001.19960
04-06-2019,1001.19960
03-06-2019,1001.19960
02-06-2019,1001.19960
31-05-2019,1001.19960
30-05-2019,1001.19960
29-05-2019,1001.19960
28-05-2019,1001.19960
27-05-2019,1001.19960
26-05-2019,1001.19960
25-05-2019,1001.19960
24-05-2019,1001.19960
23-05-2019,1001.19960
22-05-2019,1001.19960
21-05-2019,1001.19960
20-05-2019,1001.19960
19-05-2019,1001.19960
17-05-2019,1001.19960
16-05-2019,1001.19960
15-05-2019,1001.19960
14-05-2019,1001.19960
13-05-2019,1001.19960
12-05-2019,1001.19960
10-05-2019,1001.19960
09-05-2019,1001.19960
08-05-2019,1001.19960
07-05-2019,1001.19960
06-05-2019,1001.19960
05-05-2019,1001.19960
03-05-2019,1001.19960
02-05-2019,1001.19960
01-05-2019,1001.19960
30-04-2019,1001.19960
29-04-2019,1001.19960
28-04-2019,1001.19960
26-04-2019,1001.19960
25-04-2019,1001.19960
24-04-2019,1001.19960
23-04-2019,1001.19960
22-04-2019,1001.19960
21-04-2019,1001.19960
18-04-2019,1001.19960
17-04-2019,1001.19960
16-04-2019,1001.19960
15-04-2019,1001.19960
14-04-2019,1001.19960
12-04-2019,1001.19960
11-04-2019,1001.19960
10-04-2019,1001.19960
09-04-2019,1001.19960
08-04-2019,1001.19960
07-04-2019,1001.19960
05-04-2019,1001.19960
04-04-2019,1001.19960
03-04-2019,1001.19960
02-04-2019,1001.19960
01-04-2019,1001.19960
31-03-2019,1001.19960
29-03-2019,1001.19960
28-03-2019,1001.19960
27-03-2019,1001.19960
26-03-2019,1001.19960
25-03-2019,1001.19960
24-03-2019,1001.19960
22-03-2019,1001.19960
21-03-2019,1001.19960
20-03-2019,1001.19960
19-03-2019,1001.19960
18-03-2019,1001.19960
17-03-2019,1001.19960
14-03-2019,1001.19960
13-03-2019,1001.19960
12-03-2019,1001.19960
11-03-2019,1001.19960
10-03-2019,1001.19960
08-03-2019,1001.19960
07-03-2019,1001.19960
06-03-2019,1001.19960
05-03-2019,1001.19960
04-03-2019,1001.19960
01-03-2019,1001.19960
28-02-2019,1001.19960
27-02-2019,1001.19960
26-02-2019,1001.19960
25-02-2019,1001.19960
24-02-2019,1001.19960
22-02-2019,1001.19960
21-02-2019,1001.19960
20-02-2019,1001.19960
19-02-2019,1001.19960
18-02-2019,1001.19960
17-02-2019,1001.19960
15-02-2019,1001.19960
14-02-2019,1001.19960
13-02-2019,1001.19960
12-02-2019,1001.19960
11-02-2019,1001.19960
10-02-2019,1001.19960
08-02-2019,1001.19960
07-02-2019,1001.19960
06-02-2019,1001.19960
05-02-2019,1001.19960
04-02-2019,1001.19960
03-02-2019,1001.19960
01-02-2019,1001.19960
31-01-2019,1001.19960
30-01-2019,1001.19960
29-01-2019,1001.19960
28-01-2019,1001.19960
27-01-2019,1001.19960
25-01-2019,1001.19960
24-01-2019,1001.19960
23-01-2019,1001.19960
22-01-2019,1001.19960
21-01-2019,1001.19960
20-01-2019,1001.19960
18-01-2019,1001.19960
17-01-2019,1001.19960
16-01-2019,1001.19960
15-01-2019,1001.19960
14-01-2019,1001.19960
13-01-2019,1001.19960
11-01-2019,1001.19960
10-01-2019,1001.19960
09-01-2019,1001.19960
08-01-2019,1001.19960
07-01-2019,1001.19960
06-01-2019,1001.19960
04-01-2019,1001.19960
03-01-2019,1001.19960
02-01-2019,1001.19960
01-01-2019,1001.19960
31-12-2018,1001.19960
30-12-2018,1001.19960
28-12-2018,1001.19960
27-12-2018,1001.19960
26-12-2018,1001.19960
25-12-2018,1001.19960
24-12-2018,1001.19960
23-12-2018,1001.19960
21-12-2018,1001.19960
20-12-2018,1001.19960
19-12-2018,1001.19960
18-12-2018,1001.19960
17-12-2018,1001.19960
16-12-2018,1001.19960
14-12-2018,1001.19960
13-12-2018,1001.19960
12-12-2018,1001.19960
11-12-2018,1001.19960
10-12-2018,1001.19960
09-12-2018,1001.19960
06-12-2018,1001.19960
05-12-2018,1001.19960
04-12-2018,1001.19960
03-12-2018,1001.19960
02-12-2018,1001.19960
29-11-2018,1001.19960
28-11-2018,1001.19960
27-11-2018,1001.19960
26-11-2018,1001.19960
25-11-2018,1001.19960
21-11-2018,1001.19960
20-11-2018,1001.19960
19-11-2018,1001.19960
18-11-2018,1001.19960
15-11-2018,1001.19960
14-11-2018,1001.19960
13-11-2018,1001.19960
12-11-2018,1001.19960
11-11-2018,1001.19960
08-11-2018,1001.19960
05-11-2018,1001.19960
04-11-2018,1001.19960
01-11-2018,1001.19960
31-10-2018,1001.19960
30-10-2018,1001.19960
29-10-2018,1001.19960
28-10-2018,1001.19960
25-10-2018,1001.19960
24-10-2018,1001.19960
23-10-2018,1001.19960
22-10-2018,1001.19960
21-10-2018,1001.19960
18-10-2018,1001.19960
16-10-2018,1001.19960
15-10-2018,1001.19960
14-10-2018,1001.19960
11-10-2018,1001.19960
10-10-2018,1001.19960
09-10-2018,1001.19960
08-10-2018,1001.19960
07-10-2018,1001.19960
04-10-2018,1001.19960
03-10-2018,1001.19960
02-10-2018,1001.19960
30-09-2018,1001.19960
28-09-2018,1001.19960
27-09-2018,1001.19960
26-09-2018,1001.19960
25-09-2018,1001.19960
24-09-2018,1001.19960
23-09-2018,1001.19960
20-09-2018,1001.19960
18-09-2018,1001.19960
17-09-2018,1001.19960
16-09-2018,1001.19960
13-09-2018,1001.19960
12-09-2018,1001.19960
11-09-2018,1001.19960
10-09-2018,1001.19960
09-09-2018,1001.19960
07-09-2018,1001.19960
06-09-2018,1001.19960
05-09-2018,1001.19960
04-09-2018,1001.19960
03-09-2018,1001.19960
02-09-2018,1001.19960
31-08-2018,1001.19960
30-08-2018,1001.19960
29-08-2018,1001.19960
28-08-2018,1001.19960
27-08-2018,1001.19960
26-08-2018,1001.19960
24-08-2018,1001.19960
23-08-2018,1001.19960
22-08-2018,1001.19960
21-08-2018,1001.19960
20-08-2018,1001.19960
19-08-2018,1001.19960
16-08-2018,1001.19960
15-08-2018,1001.19960
14-08-2018,1001.19960
13-08-2018,1001.19960
12-08-2018,1001.19960
10-08-2018,1001.19960
09-08-2018,1001.19960
08-08-2018,1001.19960
07-08-2018,1001.19960
06-08-2018,1001.19960
05-08-2018,1001.19960
03-08-2018,1001.19960
02-08-2018,1001.19960
01-08-2018,1001.19960
31-07-2018,1001.19960
30-07-2018,1001.19960
29-07-2018,1001.19960
27-07-2018,1001.19960
26-07-2018,1001.19960
25-07-2018,1001.19960
24-07-2018,1001.19960
23-07-2018,1001.19960
22-07-2018,1001.19960
20-07-2018,1001.19960
19-07-2018,1001.19960
18-07-2018,1001.19960
17-07-2018,1001.19960
16-07-2018,1001.19960
15-07-2018,1001.19960
13-07-2018,1001.19960
12-07-2018,1001.19960
11-07-2018,1001.19960
10-07-2018,1001.19960
09-07-2018,1001.19960
08-07-2018,1001.19960
06-07-2018,1001.19960
05-07-2018,1001.19960
04-07-2018,1001.19960
03-07-2018,1001.19960
01-07-2018,1001.19960
29-06-2018,1001.19960
28-06-2018,1001.19960
27-06-2018,1001.19960
26-06-2018,1001.19960
25-06-2018,1001.19960
24-06-2018,1001.19960
22-06-2018,1001.19960
21-06-2018,1001.19960
20-06-2018,1001.19960
19-06-2018,1001.19960
18-06-2018,1001.19960
17-06-2018,1001.19960
15-06-2018,1001.19960
14-06-2018,1001.19960
13-06-2018,1001.19960
12-06-2018,1001.19960
11-06-2018,1001.19960
10-06-2018,1001.19960
08-06-2018,1001.19960
07-06-2018,1001.19960
06-06-2018,1001.19960
05-06-2018,1001.19960
04-06-2018,1001.19960
03-06-2018,1001.19960
01-06-2018,1001.19960
31-05-2018,1001.19960
30-05-2018,1001.19960
29-05-2018,1001.19960
28-05-2018,1001.19960
27-05-2018,1001.19960
25-05-2018,1001.19960
24-05-2018,1001.19960
23-05-2018,1001.19960
22-05-2018,1001.19960
21-05-2018,1001.19960
20-05-2018,1001.19960
18-05-2018,1001.19960
17-05-2018,1001.19960
16-05-2018,1001.19960
15-05-2018,1001.19960
14-05-2018,1001.19960
13-05-2018,1001.19960
11-05-2018,1001.19960
10-05-2018,1001.19960
09-05-2018,1001.19960
08-05-2018,1001.19960
07-05-2018,1001.19960
06-05-2018,1001.19960
04-05-2018,1001.19960
03-05-2018,1001.19960
02-05-2018,1001.19960
01-05-2018,1001.19960
27-04-2018,1001.19960
26-04-2018,1001.19960
25-04-2018,1001.19960
24-04-2018,1001.19960
23-04-2018,1001.19960
22-04-2018,1001.19960
20-04-2018,1001.19960
19-04-2018,1001.19960
18-04-2018,1001.19960
17-04-2018,1001.19960
16-04-2018,1001.19960
15-04-2018,1001.19960
13-04-2018,1001.19960
12-04-2018,1001.19960
11-04-2018,1001.19960
10-04-2018,1001.19960
09-04-2018,1001.19960
08-04-2018,1001.19960
06-04-2018,1001.19960
05-04-2018,1001.19960
04-04-2018,1001.19960
03-04-2018,1001.19960
02-04-2018,1001.19960
31-03-2018,1001.19960
28-03-2018,1001.19960
27-03-2018,1001.11910
26-03-2018,1001.11910
25-03-2018,1001.11910
23-03-2018,1001.11910
22-03-2018,1001.11910
21-03-2018,1001.11910
20-03-2018,1001.11910
19-03-2018,1001.11910
18-03-2018,1001.11910
16-03-2018,1001.11910
15-03-2018,1001.11910
14-03-2018,1001.11910
13-03-2018,1001.11910
12-03-2018,1001.11910
11-03-2018,1001.11910
09-03-2018,1001.11910
08-03-2018,1001.11910
07-03-2018,1001.11910
06-03-2018,1001.11910
05-03-2018,1001.11910
04-03-2018,1001.11910
01-03-2018,1001.11910
28-02-2018,1001.11910
27-02-2018,1001.11910
26-02-2018,1001.11910
25-02-2018,1001.11910
23-02-2018,1001.11910
22-02-2018,1001.11910
21-02-2018,1001.11910
20-02-2018,1001.11910
19-02-2018,1001.11910
16-02-2018,1001.11910
15-02-2018,1001.11910
14-02-2018,1001.11910
13-02-2018,1001.11910
12-02-2018,1001.11910
11-02-2018,1001.11910
09-02-2018,1001.11910
08-02-2018,1001.11910
07-02-2018,1001.11910
06-02-2018,1001.11910
05-02-2018,1001.11910
04-02-2018,1001.11910
02-02-2018,1001.11910
01-02-2018,1001.11910
31-01-2018,1001.11910
30-01-2018,1001.11910
29-01-2018,1001.11910
28-01-2018,1001.11910
25-01-2018,1001.11910
24-01-2018,1001.11910
23-01-2018,1001.11910
22-01-2018,1001.11910
21-01-2018,1001.11910
19-01-2018,1001.11910
18-01-2018,1001.11910
17-01-2018,1001.11910
16-01-2018,1001.11910
15-01-2018,1001.11910
14-01-2018,1001.11910
12-01-2018,1001.11910
11-01-2018,1001.11910
10-01-2018,1001.11910
09-01-2018,1001.11910
08-01-2018,1001.11910
07-01-2018,1001.11910
05-01-2018,1001.11910
04-01-2018,1001.11910
03-01-2018,1001.11910
02-01-2018,1001.11910
01-01-2018,1001.11910
31-12-2017,1001.11910
29-12-2017,1001.11910
28-12-2017,1001.11910
27-12-2017,1001.11910
26-12-2017,1001.11910
25-12-2017,1001.11910
22-12-2017,1001.11910
21-12-2017,1001.11910
20-12-2017,1001.11910
19-12-2017,1001.11910
18-12-2017,1001.11910
17-12-2017,1001.11910
15-12-2017,1001.11910
14-12-2017,1001.11910
13-12-2017,1001.11910
12-12-2017,1001.11910
11-12-2017,1001.11910
10-12-2017,1001.11910
08-12-2017,1001.11910
07-12-2017,1001.11910
06-12-2017,1001.11910
05-12-2017,1001.11910
04-12-2017,1001.11910
03-12-2017,1001.11910
30-11-2017,1001.11910
29-11-2017,1001.11910
28-11-2017,1001.11910
27-11-2017,1001.11910
26-11-2017,1001.11910
24-11-2017,1001.11910
23-11-2017,1001.11910
22-11-2017,1001.11910
21-11-2017,1001.11910
20-11-2017,1001.11910
19-11-2017,1001.11910
17-11-2017,1001.11910
16-11-2017,1001.11910
15-11-2017,1001.11910
14-11-2017,1001.11910
13-11-2017,1001.11910
12-11-2017,1001.11910
10-11-2017,1001.11910
09-11-2017,1001.11910
08-11-2017,1001.11910
07-11-2017,1001.11910
06-11-2017,1001.11910
05-11-2017,1001.11910
03-11-2017,1001.11910
02-11-2017,1001.11910
01-11-2017,1001.11910
31-10-2017,1001.11910
30-10-2017,1001.11910
29-10-2017,1001.11910
27-10-2017,1001.11910
26-10-2017,1001.11910
25-10-2017,1001.11910
24-10-2017,1001.11910
23-10-2017,1001.11910
22-10-2017,1001.11910
18-10-2017,1001.11910
17-10-2017,1001.11910
16-10-2017,1001.11910
15-10-2017,1001.11910
13-10-2017,1001.11910
12-10-2017,1001.11910
11-10-2017,1001.11910
10-10-2017,1001.11910
09-10-2017,1001.11910
08-10-2017,1001.11910
06-10-2017,1001.11910
05-10-2017,1001.11910
04-10-2017,1001.11910
03-10-2017,1001.11910
02-10-2017,1001.11910
29-09-2017,1001.11910
28-09-2017,1001.11910
27-09-2017,1001.11910
26-09-2017,1001.11910
25-09-2017,1001.11910
24-09-2017,1001.11910
22-09-2017,1001.11910
21-09-2017,1001.11910
20-09-2017,1001.11910
19-09-2017,1001.11910
18-09-2017,1001.11910
17-09-2017,1001.11910
15-09-2017,1001.11910
14-09-2017,1001.11910
13-09-2017,1001.11910
12-09-2017,1001.11910
11-09-2017,1001.11910
10-09-2017,1001.11910
08-09-2017,1001.11910
07-09-2017,1001.11910
06-09-2017,1001.11910
05-09-2017,1001.11910
04-09-2017,1001.11910
03-09-2017,1001.11910
01-09-2017,1001.11910
31-08-2017,1001.11910
30-08-2017,1001.11910
29-08-2017,1001.11910
28-08-2017,1001.11910
27-08-2017,1001.11910
24-08-2017,1001.11910
23-08-2017,1001.11910
22-08-2017,1001.11910
21-08-2017,1001.11910
20-08-2017,1001.11910
18-08-2017,1001.11910
17-08-2017,1001.11910
16-08-2017,1001.11910
15-08-2017,1001.11910
14-08-2017,1001.11910
13-08-2017,1001.11910
11-08-2017,1001.11910
10-08-2017,1001.11910
09-08-2017,1001.11910
08-08-2017,1001.11910
07-08-2017,1001.11910
06-08-2017,1001.11910
04-08-2017,1001.11910
03-08-2017,1001.11910
02-08-2017,1001.11910
01-08-2017,1001.11910
31-07-2017,1001.11910
30-07-2017,1001.11910
28-07-2017,1001.11910
27-07-2017,1001.11910
26-07-2017,1001.11910
25-07-2017,1001.11910
24-07-2017,1001.11910
23-07-2017,1001.11910
21-07-2017,1001.11910
20-07-2017,1001.11910
19-07-2017,1001.11910
18-07-2017,1001.11910
17-07-2017,1001.11910
16-07-2017,1001.11910
14-07-2017,1001.11910
13-07-2017,1001.11910
12-07-2017,1001.11910
11-07-2017,1001.11910
10-07-2017,1001.11910
09-07-2017,1001.11910
07-07-2017,1001.11910
06-07-2017,1001.11910
05-07-2017,1001.11910
04-07-2017,1001.11910
03-07-2017,1001.11910
02-07-2017,1001.11910
30-06-2017,1001.11910
29-06-2017,1001.11910
28-06-2017,1001.11910
27-06-2017,1001.11910
26-06-2017,1001.11910
23-06-2017,1001.11910
22-06-2017,1001.11910
21-06-2017,1001.11910
20-06-2017,1001.11910
19-06-2017,1001.11910
18-06-2017,1001.11910
16-06-2017,1001.11910
